,adress,house_type,biarea_msq,sold_price_kr,date_sold,price_diff_%,agent,size_msq,rooms,omrade,kommun,utgangspris_kr
1934,Sofielundsgatan 36,Villa,,2725000,2019-08-22,4,Mäklarhuset,129,4,Mösseberg,Falköping,2625000
1935,Ingatorp Heden 1,Villa,,2110000,2019-08-21,59,Fastighetsbyrån,100,4,Sätuna,Falköping,1325000
1936,Vråkvägen 5,Villa,          20         ,2700000,2019-08-21,23,Fastighetsbyrån,123,5,Foss,Munkedal,2200000
1937,Länsmansgatan 20,Villa,          48         ,3250000,2019-08-21,14,Bratting Mäklarbyrå,135,7,Norrmalm,Skövde,2850000
1938,Hulten Petsbo,Villa,          74         ,2560000,2019-08-21,16,Svensk Fastighetsförmedling,74,5,Mark,Mark,2200000
1939,Bäckahästens väg 55,Bostadsrättsvilla,,3000000,2019-08-21,2,Länsförsäkringar Fastighetsförmedling,101,4,Älvängen,Ale,2950000
1940,Olserödsgatan 16,Villa,,3875000,2019-08-21,2,Länsförsäkringar Fastighetsförmedling,118,5,Olseröd,Kungälv,3800000
1941,Sålebo 8,Villa,          12         ,2450000,2019-08-21,26,Fastighetsbyrån,144,6,Åsaka,Trollhättan,1950000
1942,Hovås Hagstig 25,Villa,          83         ,3900000,2019-08-21,0,Fastighetsbyrån,70,5,Hovås-Lyckhem,Göteborg,3900000
1943,Restadvägen 13,Villa,          78         ,2400000,2019-08-21,-4,Fastighetsbyrån,119,4,Mariedal,Vänersborg,2500000
1944,Gnejsvägen 17,Villa,,3180000,2019-08-21,-5,HusmanHagberg,140,5,Frufällan,Borås,3350000
1945,Bäve Bråten 229,Vinterbonat fritidshus,          25         ,2200000,2019-08-21,47,Svensk Fastighetsförmedling,58,4,Uddevalla,Uddevalla,1500000
1946,Brånasmedsgatan 12,Villa,          98         ,1810000,2019-08-21,2,Svensk Fastighetsförmedling,138,6,Väster,Åmål,1775000
1947,Sågartorpsvägen 3,Villa,          44         ,1870000,2019-08-21,34,Svensk Fastighetsförmedling,200,7,Tidaholm,Tidaholm,1400000
1948,Sjökortsvägen 3,Villa,          14         ,3650000,2019-08-21,30,Svensk Fastighetsförmedling,45,4,Hålta,Göteborg,2800000
1949,Björkmusvägen 2B,Villa,,2990000,2019-08-21,13,Mäklarhuset,117,4,Råda,Lidköping,2650000
1950,Bivägen 3,Villa,          80         ,1750000,2019-08-21,3,Gofab Fastighetsbyrå,94,6,Varekil,Orust,1700000
1951,Huggargränd 44,Villa,,2570000,2019-08-20,12,Fastighetsbyrån,160,8,Ryd,Skövde,2300000
1952,Stationsvägen 24,Villa,          84         ,2650000,2019-08-20,33,Fastighetsbyrån,96,5,Vargön,Vänersborg,2000000
1953,Varvsvägen 2,Villa,          140         ,2000000,2019-08-20,0,Fastighetsbyrån,300,15,Bengtsfors,Bengtsfors,2000000
1954,Lysegården 110,Villa,          36         ,3380000,2019-08-20,-3,Länsförsäkringar Fastighetsförmedling,156,5,Romelanda,Kungälv,3475000
1955,Kyrkogatan 39,Villa,          54         ,2700000,2019-08-20,29,Svensk Fastighetsförmedling,110,7,Kungshamn,Sotenäs,2100000
1956,Södra Solrosvägen 18,Villa,          104         ,3195000,2019-08-20,0,Fastighetsbyrån,85,5,Sjuntorp,Trollhättan,3200000
1957,Burövägen 8,Villa,,3495000,2019-08-20,0,Ahlberg & Berndtsson Fastighetsbyrå AB,123,5,Hälsö,Öckerö,3500000
1958,Rännevägen 1,Villa,          100         ,2425000,2019-08-20,24,ERA,103,4,Tosseryd,Borås,1950000
1959,Persbergsvägen 14,Villa,          63         ,1750000,2019-08-20,-16,Mäklarhuset,105,4,Våmb,Skövde,2075000
1960,Brynolfs gata 4,Villa,,2920000,2019-08-19,9,Bostadsbutiken,170,5,Herrestad,Uddevalla,2675000
1961,Sjöliden 5,Villa,          99         ,3020000,2019-08-19,22,Mäklarhuset,99,7,Rydboholm,Borås,2475000
1962,Vårsåddsvägen 4,Villa,          141         ,3000000,2019-08-19,-6,Gofab Fastighetsbyrå,141,6,Västra Berg,Stenungsund,3200000
1963,Blomstervägen 21,Villa,          90         ,3270000,2019-08-16,32,Svensk Fastighetsförmedling,150,8,Mariestad,Mariestad,2475000
1964,Brotorpsgatan 39,Villa,,2810000,2019-08-16,-3,ERA,117,4,Brotorp,Borås,2900000
1965,Rapsvägen 53,Villa,          27         ,1800000,2019-08-16,7,Hus & Hem,149,7,Centralt - Brålanda,Vänersborg,1675000
1966,Staby 360,Villa,          75         ,2900000,2019-08-16,-3,HusmanHagberg,119,5,Kungälv - Kärna,Kungälv,3000000
1967,Älvornas Väg 42,Bostadsrättsvilla,,3000000,2019-08-16,8,ERA,108,4,Älvängen,Ale,2775000
1968,Grindvakten 27,Villa,,3750000,2019-08-16,-4,ERA,121,4,Kungälv Grinden,Kungälv,3900000
1969,Ekevägen 39,Villa,          101         ,2500000,2019-08-15,14,Fastighetsbyrån,101,5,Centrala Herrljunga,Herrljunga,2200000
1970,Furuvägen 14,Villa,          72         ,2050000,2019-08-15,3,Fastighetsbyrån,110,5,Sjömarken,Borås,2000000
1971,Lokes väg 10,Villa,          112         ,1970000,2019-08-15,19,Fastighetsbyrån,112,4,Vargön,Vänersborg,1650000
1972,Glässnäs 273,Villa,,2350000,2019-08-15,15,Fastighetsbyrån,113,4,Tunge/Glässnäs,Lilla Edet,2050000
1973,Bäckedalsgatan 32,Villa,,2300000,2019-08-15,5,Svensk Fastighetsförmedling,151,5,Tidaholm,Tidaholm,2200000
1974,Gennevedsvägen 132,Villa,,1950000,2019-08-15,-2,Svensk Fastighetsförmedling,150,6,Magra,Alingsås,2000000
1975,Källövägen 7,Villa,          60         ,3400000,2019-08-15,15,RE/MAX Warberg & Co,150,6,Öckerö,Öckerö,2950000
1976,Simmenäsvägen 125,Villa,          130         ,3995000,2019-08-14,0,Fastighetsbyrån,130,6,Simmenäs,Alingsås,4000000
1977,Björkekärrsvägen 39,Villa,          61         ,3600000,2019-08-14,10,Fastighetsbyrån,154,7,Björkekärr,Alingsås,3275000
1978,Södra Nääsgränsvägen 16,Villa,          110         ,3950000,2019-08-14,8,Fastighetsbyrån,110,5,Floda-Hyltorna,Lerum,3650000
1979,Övre Hällesdalen 130,Villa,          10         ,3000000,2019-08-14,1,Svensk Fastighetsförmedling,119,4,Svenshögen,Stenungsund,2975000
1980,Ammedalen 450,Villa,,3050000,2019-08-14,13,Svensk Fastighetsförmedling,147,6,Svanesund,Orust,2700000
1981,Slussegatan 9 B,Villa,          52         ,2700000,2019-08-14,0,Skara Fastighetsbyrå,150,5,Skara,Skara,2700000
1982,Tjäderstigen 4,Villa,          97         ,2100000,2019-08-13,17,Fastighetsbyrån,97,4,Viskafors,Borås,1800000
1983,Resteröds Tålleröd 179,Villa,          97         ,3000000,2019-08-13,16,Fastighetsbyrån,158,6,Ljungskile,Uddevalla,2575000
1984,Gårdavägen 11,Villa,          33         ,2650000,2019-08-13,2,ERA,175,7,Dalsjöfors,Borås,2600000
1985,Klockaregårdsvägen 19,Villa,,3195000,2019-08-12,0,Fastighetsbyrån,122,6,Skee,Strömstad,3200000
1986,Älgstigen 1,Villa,,3700000,2019-08-12,-6,Fastighetsbyrån,93,4,Stenungsund,Stenungsund,3925000
1987,Gullbergsgatan 16,Villa,,2500000,2019-08-11,9,Fastighetsbyrån,113,6,Ulricehamn,Ulricehamn,2300000
1988,Andgränd 1,Villa,          85         ,1975000,2019-08-11,13,Svensk Fastighetsförmedling,135,7,Svaneholm,Borås,1750000
1989,Stora Bränna 175,Villa,,2650000,2019-08-11,6,ERA,125,6,Västerlanda,Lilla Edet,2500000
1990,Ljungvägen 1,Villa,          117         ,3600000,2019-08-10,-4,Fastighetsbyrån,147,7,Stenungsund,Stenungsund,3750000
1991,Lindenavägen 2,Villa,,3500000,2019-08-10,27,Svensk Fastighetsförmedling,117,5,Lidköping,Lidköping,2750000
1992,Kållandsö Berg 16,Villa,          8         ,1800000,2019-08-09,9,Länsförsäkringar Fastighetsförmedling,149,5,Kållandsö,Lidköping,1650000
1993,Ullervadsvägen 8,Villa,          46         ,1750000,2019-08-09,4,Länsförsäkringar Fastighetsförmedling,124,6,Ullervad,Mariestad,1675000
1994,Skogsstigen 1,Villa,          4         ,2150000,2019-08-09,8,Fastighetsbyrån,120,5,KISSLEBERG,Uddevalla,2000000
1995,Rölakansgränd 2,Villa,,3150000,2019-08-09,-6,Fastighetsbyrån,157,6,Källdal,Uddevalla,3350000
1996,Aspvägen 1,Villa,          55         ,3300000,2019-08-08,-6,Fastighetsbyrån,128,6,Alafors,Ale,3500000
1997,Rantens torg 1,Villa,          94         ,3400000,2019-08-08,3,Mäklarhuset,167,7,Ranten,Falköping,3300000
1998,Buddeberg 232,Villa,          100         ,2600000,2019-08-08,-9,Bostadsbutiken,165,6,Forshälla-Buddeberg,Uddevalla,2850000
1999,Björbokroken 5,Villa,,2590000,2019-08-07,0,Bjurfors,96,4,Gråbo - Björboholm,Lerum,2600000
2000,Slättevallsgatan 32,Villa,          18         ,2200000,2019-08-06,-4,Fastighetsbyrån,124,6,Lysekil,Lysekil,2300000
2001,Hökvägen 38,Villa,          7         ,2325000,2019-08-06,3,Fastighetsbyrån,144,5,Lysekil,Lysekil,2250000
2002,Stensbo 315,Villa,,3200000,2019-08-06,12,Erik Olsson Fastighetsförmedling,79,4,Hälleviksstrand,Orust,2850000
2003,Struten 5,Villa,          50         ,3900000,2019-08-03,0,Svensk Fastighetsförmedling,110,4,Hunnebostrand,Sotenäs,3900000
2004,Långelanda-Röra 162,Villa,,3500000,2019-08-02,1,Fastighetsbyrån,117,5,Svanesund,Orust,3475000
2005,Ås Ågården 1,Gård,          83         ,2100000,2019-08-02,-14,Fastighetsbyrån,141,7,Ås,Grästorp,2450000
2006,Ringvägen 19,Villa,          71         ,2400000,2019-08-02,23,Fastighetsbyrån,196,8,Lysekil,Lysekil,1950000
2007,Rönnvägen 17,Villa,          80         ,3500000,2019-08-01,17,Länsförsäkringar Fastighetsförmedling,125,6,Diseröd,Kungälv,3000000
2008,Klappdansvägen 5,Villa,          170         ,2200000,2019-07-31,-8,Fastighetsbyrån,106,6,Hovhult,Uddevalla,2400000
2009,Gammelstadsvägen 2,Villa,          12         ,2000000,2019-07-30,6,Fastighetsbyrån,112,5,Källby,Götene,1875000
2010,Sjöbacken 10,Villa,          63         ,1850000,2019-07-30,-6,Fastighetsbyrån,122,4,Ed Äng,Dals-Ed,1975000
2011,Stationsvägen 60C,Villa,,1850000,2019-07-30,0,Fastighetsbyrån,119,4,Vargön,Vänersborg,1850000
2012,Storgatan 49,Villa,          54         ,3700000,2019-07-30,6,Fastighetsbyrån,73,4,Smögen,Sotenäs,3500000
2013,Backebolet 18,Vinterbonat fritidshus,,2600000,2019-07-30,0,Svensk Fastighetsförmedling,85,4,Brommösund/Torsö,Mariestad,2600000
2014,Enbärsvägen 1,Villa,          120         ,3450000,2019-07-30,15,Svensk Fastighetsförmedling,124,7,Hunnebostrand,Sotenäs,3000000
2015,Färlevfjordsvägen 56,Villa,,2475000,2019-07-29,-11,Svensk Fastighetsförmedling,121,4,Torreby,Munkedal,2775000
2016,Hästskovägen 42,Villa,          8         ,2150000,2019-07-29,-3,Fastighetsbyrån,164,6,Mariedal,Vänersborg,2225000
2017,Lökekullsvägen 27,Villa,,4000000,2019-07-26,15,Fastighetsbyrån,105,4,Källö-Knippla,Öckerö,3475000
2018,Stengatan 8,Villa,          30         ,3800000,2019-07-26,-11,Fastighetsbyrån,170,8,Lysekil,Lysekil,4275000
2019,Töllås 548,Vinterbonat fritidshus,,1900000,2019-07-26,27,Svensk Fastighetsförmedling,67,4,Henån,Orust,1500000
2020,Fjärilsvägen 10,Villa,          42         ,3150000,2019-07-26,-3,Länsförsäkringar Fastighetsförmedling,126,4,Brinketorp,Vänersborg,3250000
2021,Bondevägen 9,Villa,,2050000,2019-07-26,14,Svensk Fastighetsförmedling,139,6,Götaslätten,Lilla Edet,1800000
2022,Utby 314,Vinterbonat fritidshus,          6         ,2425000,2019-07-25,28,Fastighetsbyrån,67,4,Hjärtum,Lilla Edet,1900000
2023,Skörsbo 115,Villa,          20         ,3495000,2019-07-25,0,Fastighetsbyrån,110,4,Västerlanda,Lilla Edet,3500000
2024,Grangatan 8,Villa,          63         ,2700000,2019-07-25,23,Svensk Fastighetsförmedling,135,6,Vänersborg,Vänersborg,2200000
2025,Bäckslänten 11,Villa,          125         ,3150000,2019-07-25,0,Fastighetsbyrån,125,6,Äsperöd,Uddevalla,3150000
2026,Henriksbergsgatan 34D,Villa,          37         ,2350000,2019-07-25,-6,Mäklarhuset,115,5,Östermalm,Skövde,2500000
2027,Bergkullevägen 23,Villa,          78         ,1750000,2019-07-24,17,Fastighetsbyrån,85,4,Skoftebyn,Trollhättan,1500000
2028,Hästhovsvägen 2,Villa,          80         ,1850000,2019-07-23,16,Fastighetsbyrån,71,5,Tanumshede,Tanum,1600000
2029,Kroge krapp 2,Villa,          20         ,2450000,2019-07-23,-12,Fastighetsbyrån,102,4,Rönnäng,Tjörn,2775000
2030,Plommonvägen 1,Ej specificerad villa,          133         ,3700000,2019-07-23,-3,Fastighetsbyrån,136,8,Halvorstorp,Trollhättan,3825000
2031,Österbacken 3,Villa,,1750000,2019-07-23,13,Svensk Fastighetsförmedling,158,5,Sjötorp,Mariestad,1550000
2032,Årbol Ed 2,Villa,          108         ,2325000,2019-07-23,19,Flinks Fastighetsförmedling,108,5,Årbol,Bengtsfors,1950000
2033,Idalavägen 25,Villa,          10         ,1800000,2019-07-22,-10,Fastighetsbyrån,174,5,Bränna,Mellerud,2000000
2034,Dalahöjdsvägen 16,Villa,,2550000,2019-07-22,-2,Fastighetsbyrån,104,5,Skoftebyn,Trollhättan,2600000
2035,Bergsprängaregatan 4,Villa,          45         ,2925000,2019-07-21,-1,Ny vy Mäklare,167,7,Hunnebostrand,Sotenäs,2950000
2036,Närebo 6,Villa,,2998000,2019-07-21,0,Mäklarhuset,124.5,6,Råda Närebo,Lidköping,3000000
2037,Everts stig  7,Friliggande villa,,2550000,2019-07-21,0,SkandiaMäklarna,145,4,Tidaholm,Tidaholm,2550000
2038,Ugglevägen 3,Villa,          24         ,3195000,2019-07-20,0,Fastighetsbyrån,123,5,Foss,Munkedal,3200000
2039,Trädgårdsvägen 8,Villa,          80         ,3350000,2019-07-20,-7,Svensk Fastighetsförmedling,124,5,Ulebergshamn,Sotenäs,3600000
2040,Östergatan  30,Villa,          62         ,3250000,2019-07-20,0,Länsförsäkringar Fastighetsförmedling,92,4,Strömstad,Strömstad,3250000
2041,Strömgatan 9,Villa,,2850000,2019-07-19,4,Fastighetsbyrån,139,4,Onsjö,Vänersborg,2750000
2042,Huvudnäsgatan 36,Villa,          36         ,2215000,2019-07-19,11,Fastighetsbyrån,125,4,Fredriksberg,Vänersborg,2000000
2043,Enebacksvägen 32,Villa,,2100000,2019-07-19,21,Bratting Mäklarbyrå,170,5,Axvall,Skara,1725000
2044,Hasslegatan 33,Villa,          39         ,2100000,2019-07-18,8,Fastighetsbyrån,164,5,Ladukärr,Mariestad,1950000
2045,Tunge 104,Villa,          67         ,2000000,2019-07-18,1,Fastighetsbyrån,110,6,Tunge,Lilla Edet,1975000
2046,Södra Ytterstadvägen 22,Villa,          70         ,1900000,2019-07-18,6,Fastighetsbyrån,85,4,Gråbo - Ytterstad,Lerum,1800000
2047,Hallavägen  8,Villa,          85         ,3000000,2019-07-18,-9,Länsförsäkringar Fastighetsförmedling,150,7,Halla/centrum,Uddevalla,3300000
2048,Gunneröd 706,Gård,,2300000,2019-07-18,54,Fastighetsbyrån,90,5,Orust,Orust,1500000
2049,Ytterby Ekeliden 2,Villa,          14         ,1900000,2019-07-18,-5,Fastighetsbyrån,121,5,Heestrand,Tanum,2000000
2050,Karpvägen 7,Villa,          33         ,3400000,2019-07-17,36,Fastighetsbyrån,137,5,Nordkroken,Vänersborg,2500000
2051,Västervägen 67,Villa,          117         ,2250000,2019-07-17,13,Fastighetsbyrån,117,6,Foss,Munkedal,2000000
2052,Bratterödsvägen 79,Villa,          64         ,2475000,2019-07-17,15,Fastighetsbyrån,95,4,Kapelle,Uddevalla,2150000
2053,Ingeröd 201,Vinterbonat fritidshus,          44         ,2200000,2019-07-17,23,Fastighetsbyrån,80,4,Härnäset,Lysekil,1800000
2054,Hasslerås Viken 511,Villa,          83         ,1750000,2019-07-17,-3,Svensk Fastighetsförmedling,66,4,Härryda,Härryda,1800000
2055,Wetterströms hage 35,Villa,          100         ,2395000,2019-07-16,0,Fastighetsbyrån,100,4,Skepplanda,Ale,2400000
2056,Ljungslättvägen 7 & 8,Villa,,2575000,2019-07-16,-11,Fastighetsbyrån,135,5,Mark,Mark,2900000
2057,Trumpetgatan 10,Villa,          66         ,2050000,2019-07-15,-2,Fastighetsbyrån,66,4,Skene,Mark,2100000
2058,Hermelinstigen 12,Villa,          52         ,2650000,2019-07-15,-2,Fastighetsbyrån,110,5,Bleket,Uddevalla,2700000
2059,Valhallavägen 22,Villa,,2200000,2019-07-15,23,Fastighetsbyrån,120,4,Vargön,Vänersborg,1800000
2060,Ålandsvägen 1,Villa,          88         ,2350000,2019-07-15,-9,Fastighetsbyrån,88,5,Bohusgården,Uddevalla,2575000
2061,Horsby Bengtsgården 1,Villa,,3100000,2019-07-15,7,Länsförsäkringar Fastighetsförmedling,189,10,Herrljunga,Herrljunga,2900000
2062,Skalle Björkäng 1,Villa,,2800000,2019-07-15,-7,ERA,124.4,4,Fristad/Skalle,Borås,3000000
2063,Simons gata 26,Villa,          17         ,3100000,2019-07-13,8,Länsförsäkringar Fastighetsförmedling,137,6,Uddevalla,Uddevalla,2875000
2064,Enebacksvägen 45,Villa,          64         ,3350000,2019-07-13,-1,Svensk Fastighetsförmedling,166,6,Tidaholm,Tidaholm,3375000
2065,Hansinggatan 33,Villa,          92         ,2845000,2019-07-12,-2,Fastighetsbyrån,89,4,Hulta,Borås,2900000
2066,Koxeröd Kronogården 3,Villa,          37         ,1805000,2019-07-12,1,Fastighetsbyrån,157,5,Bullaren och Ed,Tanum,1775000
2067,Södra vägen 8,Villa,          123         ,1995000,2019-07-12,0,Fastighetsbyrån,186,6,Limmared,Tranemo,2000000
2068,Odonstigen 1,Villa,,3730000,2019-07-12,2,Fastighetsbyrån,145,5,Stenungsund,Stenungsund,3650000
2069,Skalunda Lagmansgården 1,Villa,          28         ,3500000,2019-07-12,4,Länsförsäkringar Fastighetsförmedling,150,6,Skalunda,Lidköping,3375000
2070,Svedjevägen 10,Villa,          123         ,1875000,2019-07-12,0,Svensk Fastighetsförmedling,123,5,Väster,Åmål,1875000
2071,Östra Sundskogsvägen 21,Villa,,4000000,2019-07-12,1,Fastighetsbyrån,130,5,Sundsstrand,Uddevalla,3950000
2072,Vallavägen 9,Villa,          46         ,3000000,2019-07-12,-8,Mäklarhuset,140,4,Sparsör,Borås,3250000
2073,Myrvägen 21,Villa,          40         ,2260000,2019-07-12,6,Mäklarhuset,130,6,Dalsjöfors,Borås,2125000
2074,Norra Grössbyn 110,Villa,          69         ,2800000,2019-07-11,-7,Fastighetsbyrån,140,8,Ucklum,Stenungsund,3000000
2075,Majorsgatan 7,Villa,          67         ,2695000,2019-07-11,0,Fastighetsbyrån,113,6,Centralt,Lilla Edet,2700000
2076,Lingonstigen 16,Vinterbonat fritidshus,,2550000,2019-07-11,-4,Askengren Fastighetsmäklare,62,4,Tanumstrand,Tanum,2650000
2077,Bäckahästens väg 31,Bostadsrättsvilla,,3350000,2019-07-11,2,Länsförsäkringar Fastighetsförmedling,120,5,Älvängen,Ale,3275000
2078,Tallstigen  10,Villa,,2675000,2019-07-11,8,Länsförsäkringar Fastighetsförmedling,118,4,Nol,Ale,2475000
2079,Idvägen 5,Villa,          35         ,2550000,2019-07-11,3,Hus & Hem,125,5,Nordkroken,Vänersborg,2475000
2080,Hökvägen 6,Villa,          18         ,3100000,2019-07-11,5,Lysekilsmäklarna AB,144,5,Torpet,Lysekil,2950000
2081,Timmermansgatan 39,Villa,          150         ,2775000,2019-07-11,4,Broberg Mäkleri AB,178,5,Marieberg,Skara,2675000
2082,Pärongatan 1,Villa,          100         ,2661000,2019-07-10,33,Fastighetsbyrån,100,6,Kinna/Horndal,Mark,2000000
2083,Gössäter Dahlsäter 1,Villa,          7         ,2750000,2019-07-10,0,Fastighetsbyrån,179,5,Kinnekulle,Götene,2750000
2084,Rya Ängsås 1,Villa,          115         ,2375000,2019-07-10,-2,Fastighetsbyrån,115,6,Hyssna,Mark,2425000
2085,Skalunda Smedegården 4,Villa,          14         ,1800000,2019-07-10,31,Fastighetsbyrån,149,5,Skalunda,Lidköping,1375000
2086,Olof Hanstorp 5,Vinterbonat fritidshus,,3100000,2019-07-10,2,Svensk Fastighetsförmedling,77,4,Kållandsö - Naven,Lidköping,3050000
2087,Tingbergsvägen 14,Villa,          133         ,2700000,2019-07-10,-10,Länsförsäkringar Fastighetsförmedling,162,6,Lödöse,Lilla Edet,3000000
2088,Luktärtsvägen 5,Villa,          137         ,2575000,2019-07-10,17,Länsförsäkringar Fastighetsförmedling,106,6,Ulricehamn,Ulricehamn,2200000
2089,Alingsåsvägen 25B,Villa,          20         ,1790000,2019-07-10,12,Länsförsäkringar Fastighetsförmedling,156,7,Herrljunga,Herrljunga,1600000
2090,Huveröd 355,Villa,,1875000,2019-07-10,90,Länsförsäkringar Fastighetsförmedling,153,5,Uddevalla,Uddevalla,975000
2091,Adamserud 1,Villa,          90         ,1875000,2019-07-10,7,Mäklarhuset,190,6,Mellerud,Mellerud,1750000
2092,Sandelhielmsgatan 38,Villa,          56         ,2820000,2019-07-09,28,Svensk Fastighetsförmedling,112,5,Vänersborg,Vänersborg,2200000
2093,Tallgatan 13,Villa,          53         ,3750000,2019-07-09,-6,Länsförsäkringar Fastighetsförmedling,160,7,Fjällbacka,Tanum,4000000
2094,Fredriksborgsgatan 3B,Villa,          90         ,3325000,2019-07-09,-5,SkandiaMäklarna,140,7,Gamla Kristineberg,Borås,3500000
2095,Junigatan 5,Ej specificerad villa,          77         ,3775000,2019-07-09,-2,Fastighetsbyrån,97,7,Kortedala,Göteborg,3850000
2096,Lindvägen 19,Villa,          99         ,2350000,2019-07-09,12,Hus & Hem,99,5,Vargön,Vänersborg,2100000
2097,Trinnebacken 188,Villa,,2460000,2019-07-09,12,ERA,110,4,Nygård,Lilla Edet,2200000
2098,Karlslundsgatan 4,Villa,          107         ,1850000,2019-07-08,37,Fastighetsbyrån,91,4,Mösseberg,Falköping,1350000
2099,Skördegatan 19,Villa,,2430000,2019-07-08,6,Fastighetsbyrån,130,4,Onsjö,Vänersborg,2300000
